scenario_id,timestamp_min,ambient_temperature,humidity,wind_speed,coal_moisture,CO,CO2,O2,surface_temperature_mean,surface_temperature_max,hotspot_area,hotspot_x,hotspot_y,heating_rate,risk_score,risk_class,mitigation_status
S06,28,31.0,49.82,1.99,10.0,6.63,412.01,20.79,30.28,31.14,0,,,-0.2384,10.56,NORMAL,0
S06,29,30.92,49.71,2.06,10.0,4.08,394.79,20.81,30.04,30.94,0,,,-0.2408,9.96,NORMAL,0
S06,30,30.98,50.39,1.95,10.0,3.84,408.53,20.89,29.91,30.87,0,,,-0.1345,8.11,NORMAL,0
S06,31,31.32,50.22,2.05,10.0,,407.48,20.73,30.4,31.44,0,,,0.4923,16.13,NORMAL,0
S06,32,30.91,50.25,1.89,10.0,6.94,407.98,20.82,30.35,31.47,0,,,-0.0484,7.71,NORMAL,0
S06,33,31.16,49.47,1.99,10.0,,399.33,20.81,30.48,31.68,24,25.25,25.49,0.129,9.77,NORMAL,0
S06,34,31.36,49.7,2.06,10.0,3.6,411.34,20.86,30.66,31.93,26,24.67,24.4,0.179,10.84,NORMAL,0
S06,35,30.72,50.44,2.07,10.0,7.38,413.66,20.89,30.83,32.17,28,24.25,24.76,0.1679,12.15,NORMAL,0
S06,36,30.66,49.62,2.04,10.0,4.75,406.47,20.81,31.27,32.69,30,25.79,24.91,0.4468,18.18,NORMAL,0
S06,37,31.28,50.52,1.89,10.0,6.78,412.57,20.88,31.34,32.85,33,24.83,24.74,0.0701,10.7,NORMAL,0
S06,38,31.16,50.19,1.95,10.0,4.72,411.13,20.86,31.35,32.95,36,25.05,25.1,0.0031,9.63,NORMAL,0
S06,39,31.11,49.97,2.02,10.0,5.68,408.55,20.82,30.96,32.65,39,24.93,24.26,-0.386,17.36,NORMAL,0
S06,40,31.05,49.63,2.02,10.0,5.05,402.25,20.86,31.0,32.79,42,25.31,23.63,0.0448,10.66,NORMAL,0
S06,41,31.21,50.85,2.1,10.0,7.9,410.16,20.8,30.92,32.8,45,24.52,24.68,-0.0888,12.3,NORMAL,0
S06,42,30.93,49.77,2.01,10.0,7.35,411.14,20.8,31.08,33.07,49,25.11,25.28,0.167,14.63,NORMAL,0
S06,43,30.76,50.16,2.02,10.0,6.73,406.58,20.78,31.29,33.37,52,25.9,24.98,0.2102,16.05,NORMAL,0
S06,44,31.37,49.26,1.96,10.0,6.67,419.3,20.87,31.09,33.25,55,24.22,24.59,-0.204,15.74,NORMAL,0
S06,45,31.16,49.85,1.84,10.0,3.34,403.79,20.86,31.08,33.38,57,24.78,24.72,-0.0074,10.93,NORMAL,1
S06,46,30.95,50.07,1.86,10.0,2.7,401.71,20.9,31.04,33.45,59,25.16,25.0,-0.0455,11.36,NORMAL,1
S06,47,30.75,50.14,2.05,10.0,1.22,400.29,20.89,31.08,33.62,60,25.77,25.21,0.0445,11.2,NORMAL,1
S06,48,31.01,49.83,1.94,10.0,1.87,397.2,20.98,30.93,33.58,61,24.74,24.4,-0.1509,12.6,NORMAL,1
S06,49,30.9,50.22,1.98,10.0,2.35,403.79,20.88,30.87,33.63,62,24.7,25.84,-0.0637,10.83,NORMAL,1
S06,50,30.92,50.35,2.0,10.0,1.22,406.38,20.85,30.93,33.79,63,24.92,24.43,0.0622,10.64,NORMAL,1
S06,51,31.22,49.68,2.03,10.0,2.53,399.54,20.84,31.01,33.97,63,24.45,25.44,0.0837,10.4,NORMAL,1
S06,52,30.64,49.33,2.18,10.0,1.39,404.82,21.0,30.89,33.93,63,25.33,24.91,-0.1223,11.3,NORMAL,1
S06,53,31.14,49.96,2.12,10.0,2.88,403.55,20.88,31.0,34.12,63,25.03,24.96,0.1055,10.32,NORMAL,1
S06,54,30.78,50.04,1.87,10.0,2.0,401.55,21.0,30.75,33.95,63,24.95,24.21,-0.2437,12.68,NORMAL,1
S06,55,31.21,50.3,2.03,10.0,2.68,404.57,20.9,30.84,34.11,62,24.75,24.93,0.0887,9.05,NORMAL,1
S06,56,31.04,50.1,1.96,10.0,2.05,401.34,21.0,31.36,34.7,62,24.54,25.42,0.5242,17.44,NORMAL,1
S06,57,31.18,50.2,2.02,10.0,0.8,401.19,20.8,31.43,34.84,61,24.58,25.8,0.0659,8.44,NORMAL,1
S06,58,30.78,49.82,2.07,10.0,3.81,393.74,21.0,31.39,34.82,60,25.17,25.11,-0.0377,8.03,NORMAL,1
S06,59,30.42,50.28,2.01,10.0,2.9,403.4,20.93,31.18,34.63,58,24.84,24.54,-0.2118,11.56,NORMAL,1
S06,60,30.41,50.11,2.03,10.0,2.51,401.55,20.9,31.18,34.64,57,25.48,25.55,0.0011,7.13,NORMAL,1
S06,61,30.71,49.81,1.98,10.0,3.51,400.82,21.0,31.15,34.63,55,24.75,25.39,-0.0319,7.36,NORMAL,1
S06,62,31.07,49.97,1.95,10.0,2.25,397.16,20.96,31.58,35.06,53,24.94,25.6,0.4319,15.12,NORMAL,1
S06,63,30.47,49.55,1.96,10.0,2.21,402.27,20.87,31.63,35.11,52,25.64,25.16,0.0484,8.1,NORMAL,1
S06,64,30.99,50.2,1.97,10.0,1.16,401.49,20.96,31.65,35.11,50,25.19,25.61,0.0189,6.74,NORMAL,1
S06,65,31.26,49.61,2.13,10.0,1.79,397.65,20.88,31.64,35.08,48,25.09,24.9,-0.0135,6.17,NORMAL,1
S06,66,31.28,49.71,1.91,10.0,3.0,403.85,20.96,31.75,35.17,46,24.94,25.48,0.1184,8.38,NORMAL,1
S06,67,30.98,49.79,1.84,10.0,3.29,405.28,20.91,31.91,35.28,44,25.83,25.63,0.1584,9.51,NORMAL,1
S06,68,31.55,50.13,2.14,10.0,0.11,400.8,20.93,31.76,35.08,41,25.4,24.6,-0.1507,8.14,NORMAL,1
S06,69,31.38,50.14,2.01,10.0,0.79,399.33,20.84,31.84,35.12,39,25.12,26.03,0.0749,6.76,NORMAL,1
S06,70,31.09,50.11,2.1,10.0,1.16,400.69,20.87,31.89,35.14,38,24.99,25.88,0.0491,6.39,NORMAL,1
S06,71,30.96,49.98,2.08,10.0,1.79,395.3,20.91,31.96,35.17,36,25.07,24.72,0.0712,6.77,NORMAL,1
S06,72,31.02,50.46,2.09,10.0,0.57,400.81,21.0,32.29,35.47,34,25.25,24.16,0.3376,12.21,NORMAL,1
S06,73,30.7,50.09,2.0,10.0,0.29,399.31,20.87,32.43,35.56,32,24.1,25.01,0.1348,8.44,NORMAL,1
S06,74,30.65,49.73,1.83,10.0,,393.64,20.89,32.43,35.51,31,25.05,24.25,0.0,5.6,NORMAL,1
S06,75,31.25,50.03,2.0,10.0,1.53,400.47,20.86,32.39,35.41,29,24.56,25.01,-0.0382,5.55,NORMAL,1
S06,76,30.87,49.36,1.93,10.0,3.57,402.74,20.92,32.45,35.41,27,24.24,25.45,0.0631,6.5,NORMAL,1
S06,77,31.37,50.38,2.05,10.0,2.83,398.59,20.88,32.29,35.18,27,25.84,25.02,-0.1608,7.59,NORMAL,1
S06,78,31.54,49.63,2.01,10.0,2.81,403.3,20.96,32.29,35.11,26,25.81,24.67,-0.004,4.27,NORMAL,1
S06,79,31.0,50.18,2.14,10.0,3.95,403.46,20.86,32.42,35.17,25,25.21,25.48,0.1258,7.48,NORMAL,1
S06,80,31.31,49.82,1.94,10.0,1.48,391.78,20.92,32.58,35.26,25,25.19,25.44,0.164,7.65,NORMAL,1
S06,81,30.78,50.01,1.87,10.0,2.03,403.63,20.86,32.43,35.04,24,25.23,25.01,-0.1508,7.87,NORMAL,1
S06,82,31.08,50.44,1.93,10.0,3.14,398.34,21.0,32.62,35.16,24,25.0,24.16,0.1867,8.34,NORMAL,1
S06,83,31.04,50.09,2.04,10.0,2.19,406.34,20.82,32.65,35.13,23,25.28,25.09,0.036,5.55,NORMAL,1
S06,84,31.01,49.31,1.94,10.0,2.75,404.07,20.95,32.5,34.92,22,25.13,25.08,-0.1541,7.57,NORMAL,1
S06,85,30.5,50.2,2.08,10.0,0.2,399.0,20.92,32.46,34.8,22,25.5,25.34,-0.0405,5.47,NORMAL,1
S06,86,31.25,50.11,1.85,10.0,3.77,403.46,20.98,32.11,34.39,21,25.43,24.67,-0.3435,10.65,NORMAL,1
S06,87,30.92,50.35,2.03,10.0,2.13,396.54,20.91,32.14,34.35,20,24.78,25.8,0.0277,4.33,NORMAL,1
S06,88,31.03,49.71,2.09,10.0,1.91,402.52,20.88,32.39,34.52,20,25.75,25.08,0.2445,8.83,NORMAL,1
S06,89,31.05,49.56,1.95,10.0,2.66,399.16,20.91,32.28,34.36,19,24.97,24.7,-0.1047,5.78,NORMAL,1
S06,90,31.2,50.0,2.0,10.0,3.87,401.62,20.92,32.4,34.39,18,24.91,24.34,0.1168,6.07,NORMAL,1
S06,91,30.63,49.9,2.09,10.0,2.51,394.54,20.84,32.51,34.43,18,25.32,24.8,0.1152,6.55,NORMAL,1
S06,92,30.85,49.87,1.96,10.0,0.79,396.34,20.92,32.91,34.75,17,25.28,24.87,0.3948,12.07,NORMAL,1
S06,93,31.17,50.01,1.96,10.0,1.87,404.24,20.88,32.61,34.4,16,25.25,24.45,-0.2933,9.54,NORMAL,1
S06,94,30.81,49.67,2.08,10.0,3.75,392.5,20.92,32.78,34.5,16,25.51,25.79,0.1615,7.36,NORMAL,1
S06,95,30.87,49.25,1.93,10.0,3.94,408.82,20.81,32.78,34.44,15,25.07,25.88,0.0089,4.64,NORMAL,1
S06,96,31.11,49.22,1.92,10.0,2.53,398.79,20.95,32.6,34.21,15,24.54,25.26,-0.1853,7.11,NORMAL,1
S06,97,30.6,50.32,2.15,10.0,2.23,399.42,20.83,32.97,34.53,14,24.32,25.26,0.366,11.63,NORMAL,1
S06,98,31.15,50.17,1.81,10.0,,400.34,20.9,32.87,34.36,14,25.04,24.91,-0.0978,5.5,NORMAL,1
S06,99,31.04,50.32,2.21,10.0,0.88,397.7,20.8,33.13,34.58,13,24.58,24.95,0.2648,9.22,NORMAL,1
S06,100,30.75,50.98,2.13,10.0,0.0,398.8,20.96,33.26,34.63,12,24.98,24.8,0.1278,6.64,NORMAL,1
S06,101,31.45,50.08,2.08,10.0,0.82,403.36,20.84,33.09,34.41,12,24.88,25.58,-0.1681,6.74,NORMAL,1
S06,102,31.07,50.21,1.98,10.0,2.49,392.85,20.94,33.25,34.5,11,25.07,24.55,0.155,6.76,NORMAL,1
S06,103,31.23,49.69,1.91,10.0,1.81,397.27,20.94,33.26,34.45,0,,,0.0176,3.57,NORMAL,1
S06,104,30.47,49.63,2.01,10.0,0.8,399.69,20.9,33.3,34.42,0,,,0.0318,4.6,NORMAL,1
S06,105,30.98,50.51,2.08,10.0,3.38,401.7,20.88,33.11,34.19,0,,,-0.1863,7.17,NORMAL,1
S06,106,31.04,50.54,1.94,10.0,2.55,396.46,20.88,32.99,34.02,0,,,-0.1157,5.38,NORMAL,1
S06,107,31.06,49.92,1.82,10.0,3.87,398.9,20.84,33.19,34.16,0,,,0.1958,7.3,NORMAL,1
S06,108,31.22,50.46,1.96,10.0,2.65,396.61,20.87,33.44,34.36,0,,,0.2522,8.3,NORMAL,1
S06,109,30.89,50.48,2.04,10.0,2.21,397.93,20.89,33.48,34.35,0,,,0.0348,4.19,NORMAL,1
S06,110,31.32,50.06,1.87,10.0,3.09,407.74,20.92,33.56,34.39,0,,,0.0814,5.07,NORMAL,1
S06,111,30.85,50.32,1.98,10.0,0.52,404.5,20.87,33.49,34.26,0,,,-0.0699,5.01,NORMAL,1
S06,112,30.89,49.41,2.01,10.0,2.35,400.67,20.9,33.44,34.16,0,,,-0.0502,4.33,NORMAL,1
S06,113,31.32,50.53,1.92,10.0,4.3,397.08,20.89,33.21,33.88,0,,,-0.2328,7.46,NORMAL,1
S06,114,30.83,49.63,1.97,10.0,4.12,399.23,20.86,33.03,33.66,0,,,-0.1747,6.6,NORMAL,1
S06,115,31.06,50.18,2.1,10.0,1.96,397.73,20.85,32.64,33.22,0,,,-0.3925,10.09,NORMAL,1
S06,116,30.96,50.11,1.91,10.0,2.7,403.22,20.93,32.75,33.28,0,,,0.1146,4.79,NORMAL,1
S06,117,31.29,49.81,1.9,10.0,3.34,401.29,20.96,32.64,33.13,0,,,-0.1096,4.21,NORMAL,1
S06,118,31.14,50.1,2.03,10.0,0.08,402.04,20.86,32.9,33.35,0,,,0.2581,7.51,NORMAL,1
S06,119,31.09,50.35,1.85,10.0,2.21,398.98,20.86,32.79,33.21,0,,,-0.1086,4.38,NORMAL,1
S06,120,31.32,50.19,2.04,10.0,2.4,401.31,21.0,32.71,33.11,0,,,-0.0805,3.48,NORMAL,1
S07,0,31.04,49.51,1.85,10.0,3.85,414.94,20.87,31.04,31.08,0,,,0.0,1.09,NORMAL,0
S07,1,31.55,50.87,1.95,10.0,4.18,405.44,20.76,30.49,30.52,0,,,-0.5525,11.13,NORMAL,0
S07,2,30.59,49.72,2.09,10.0,4.27,400.49,20.81,30.55,30.59,0,,,0.065,2.36,NORMAL,0
S07,3,31.06,50.35,2.01,10.0,6.72,408.11,20.89,30.72,30.77,0,,,0.1708,5.04,NORMAL,0
S07,4,30.86,50.39,1.97,10.0,7.83,406.73,20.9,30.95,31.0,0,,,0.2288,6.56,NORMAL,0
S07,5,31.07,50.89,1.89,10.0,5.67,409.48,20.84,30.85,30.92,0,,,-0.1051,4.11,NORMAL,0
S07,6,31.35,49.81,1.99,10.0,4.67,406.37,20.78,31.0,31.08,0,,,0.1516,5.13,NORMAL,0
S07,7,30.88,50.19,2.07,10.0,5.09,405.4,20.81,30.88,30.97,0,,,-0.1127,4.59,NORMAL,0
S07,8,31.19,50.66,1.99,10.0,6.02,412.22,20.82,30.81,30.91,0,,,-0.0763,4.25,NORMAL,0
S07,9,30.91,50.4,2.01,10.0,5.1,402.97,20.79,31.11,31.26,0,,,0.3019,8.95,NORMAL,0
S07,10,31.06,50.25,1.91,10.0,4.52,399.1,20.81,,,0,,,0.2436,7.88,NORMAL,0
S07,11,30.97,49.68,2.09,10.0,5.58,396.89,20.78,31.63,31.82,0,,,0.2799,9.36,NORMAL,0
S07,12,30.43,49.51,2.06,10.0,6.93,416.36,20.72,31.54,31.77,0,,,-0.0906,7.04,NORMAL,0
S07,13,31.27,49.79,2.09,10.0,6.08,412.86,20.82,31.4,31.67,0,,,-0.1406,6.94,NORMAL,0
S07,14,31.1,49.92,2.09,10.0,6.01,405.09,20.79,31.54,31.86,0,,,0.1403,7.31,NORMAL,0
S07,15,31.21,49.72,2.08,10.0,5.85,419.21,20.77,31.29,31.65,0,,,-0.2498,9.88,NORMAL,0
S07,16,31.56,49.99,1.99,10.0,4.91,407.37,20.82,31.11,31.5,0,,,-0.1796,7.65,NORMAL,0
S07,17,30.58,49.68,1.97,10.0,6.36,404.99,20.97,31.24,31.65,0,,,0.1252,7.79,NORMAL,0
S07,18,31.26,50.49,1.95,10.0,5.14,417.04,20.89,31.21,31.67,0,,,-0.0318,5.76,NORMAL,0
S07,19,30.94,49.47,1.93,10.0,7.4,407.97,20.78,31.15,31.68,0,,,-0.0604,6.98,NORMAL,0
S07,20,30.84,49.99,2.05,10.0,4.69,413.66,20.86,30.93,31.53,0,,,-0.2205,10.1,NORMAL,0
S07,21,31.45,49.43,1.93,10.0,5.77,408.26,20.8,30.87,31.53,0,,,-0.0609,6.55,NORMAL,0
S07,22,31.03,49.53,2.02,10.0,8.64,416.95,20.79,31.04,31.75,0,,,0.178,10.33,NORMAL,0
S07,23,30.91,50.19,2.0,10.0,6.65,417.67,20.8,30.95,31.73,0,,,-0.0917,8.72,NORMAL,0
S07,24,31.03,49.56,2.08,10.0,9.08,412.07,20.8,30.98,31.83,0,,,0.0246,7.63,NORMAL,0
S07,25,30.85,50.24,1.92,10.0,7.69,405.35,20.74,30.9,31.82,0,,,-0.0777,8.84,NORMAL,0
S07,26,31.08,50.4,2.1,10.0,7.78,407.8,20.67,31.1,32.1,0,,,0.2055,11.85,NORMAL,0
S07,27,30.53,49.35,1.89,10.0,7.27,412.54,20.72,30.92,32.0,0,,,-0.1794,12.05,NORMAL,0
S07,28,31.25,50.1,2.1,10.0,6.54,408.44,20.66,31.04,32.21,0,,,0.1195,10.44,NORMAL,0
S07,29,31.07,49.8,1.87,10.0,6.9,418.12,20.71,30.87,32.14,27,24.89,24.51,-0.1728,12.58,NORMAL,0
S07,30,30.44,49.66,2.04,10.0,8.62,409.59,20.82,30.88,32.23,30,25.23,24.72,0.0083,10.04,NORMAL,0
S07,31,31.4,49.94,1.98,10.0,8.44,409.7,20.82,30.84,32.27,32,24.9,24.36,-0.0398,10.01,NORMAL,0
S07,32,31.2,50.07,2.0,10.0,8.36,416.28,20.75,31.12,32.66,36,25.1,25.11,0.2774,16.02,NORMAL,0
S07,33,30.67,49.99,2.09,10.0,9.67,412.84,20.79,31.68,33.32,39,24.86,24.75,0.5589,21.93,LOW,0
S07,34,30.88,49.79,2.05,10.0,6.89,409.96,20.71,31.74,33.48,42,25.28,24.27,0.067,13.27,NORMAL,0
S07,35,30.5,50.81,2.02,10.0,9.47,413.81,20.7,32.08,33.91,46,25.41,24.92,0.3357,20.23,LOW,0
S07,36,31.25,49.88,2.03,10.0,10.8,408.7,20.82,32.1,34.06,50,25.51,24.3,0.0248,13.5,NORMAL,0
S07,37,30.83,50.13,2.01,10.0,10.02,410.17,20.81,32.24,34.32,55,25.81,24.3,0.1365,16.73,NORMAL,0
S07,38,30.96,50.01,2.11,10.0,9.55,410.86,20.74,32.09,34.29,59,24.71,25.18,-0.1464,17.19,NORMAL,0
S07,39,31.27,50.56,2.05,10.0,8.3,411.85,20.74,31.98,34.31,65,25.75,25.04,-0.1147,16.56,NORMAL,0
S07,40,30.83,49.89,1.96,10.0,10.36,414.28,20.8,32.07,34.55,71,25.41,23.74,0.0876,17.26,NORMAL,0
S07,41,30.84,50.92,2.11,10.0,8.4,411.24,20.73,31.99,34.57,76,24.58,25.31,-0.0802,17.32,NORMAL,0
S07,42,31.17,50.36,1.96,10.0,9.77,411.96,20.71,31.96,34.7,82,25.24,24.45,-0.0218,16.55,NORMAL,0
S07,43,30.87,49.61,1.99,10.0,,411.48,20.74,31.98,34.87,89,25.1,24.84,0.017,17.12,NORMAL,0
S07,44,30.54,50.42,1.93,10.0,11.3,418.0,20.76,32.25,35.28,96,25.39,25.36,0.2672,23.77,LOW,0
S07,45,31.4,50.58,2.04,10.0,7.72,418.09,20.7,32.04,35.21,103,25.93,24.42,-0.2084,21.83,LOW,0
S07,46,31.0,50.01,1.92,10.0,10.61,416.38,20.71,31.97,35.28,110,24.46,24.5,-0.075,20.28,LOW,0
S07,47,31.02,50.01,1.99,10.0,9.08,421.67,20.83,31.68,35.16,118,25.63,25.45,-0.2827,24.57,LOW,0
S07,48,31.47,50.22,2.03,10.0,12.96,410.92,20.72,31.77,35.41,127,25.27,26.38,0.0916,21.21,LOW,0
S07,49,30.76,49.36,1.96,10.0,9.92,422.27,20.73,31.85,35.67,137,26.09,25.23,0.0761,22.41,LOW,0
S07,50,31.05,50.66,1.93,10.0,9.7,420.67,20.66,32.09,36.07,147,24.65,24.5,0.2418,26.37,LOW,0
S07,51,31.04,49.49,2.08,10.0,10.97,409.55,20.81,31.88,36.03,157,25.34,25.53,-0.2134,25.8,LOW,0
S07,52,31.2,50.64,2.03,10.0,10.95,415.44,20.75,31.83,36.19,169,25.03,24.87,-0.0443,23.29,LOW,0
S07,53,31.07,50.23,2.04,10.0,12.45,411.41,20.76,32.11,36.67,181,25.24,25.06,0.2802,29.18,LOW,0
S07,54,30.99,49.84,2.01,10.0,11.26,422.68,20.8,32.45,37.22,195,25.84,24.97,0.3384,31.75,LOW,0
S07,55,31.04,48.81,2.02,10.0,12.19,415.96,20.88,32.8,37.79,209,25.68,24.15,0.3435,32.72,LOW,0
S07,56,30.97,49.25,1.89,10.0,11.37,415.0,20.9,32.73,37.93,224,24.19,24.71,-0.0686,27.93,LOW,0
S07,57,31.06,50.62,2.03,10.0,13.26,417.47,20.79,32.8,38.19,239,24.71,24.27,0.0669,29.19,LOW,0
S07,58,31.18,50.01,2.01,10.0,13.26,424.59,20.77,32.95,38.58,255,24.24,24.62,0.1595,32.27,LOW,0
S07,59,30.59,50.08,1.94,10.0,12.47,421.58,20.77,33.44,39.28,272,24.68,24.36,0.4884,40.67,MEDIUM,0
S07,60,30.63,49.88,2.11,10.0,15.96,421.42,20.8,33.87,39.94,291,25.62,25.16,0.4248,41.07,MEDIUM,0
S07,61,31.3,49.72,2.05,10.0,14.3,422.28,20.77,33.87,40.16,310,24.9,25.63,-0.0018,32.84,LOW,0
S07,62,30.97,49.6,2.08,10.0,15.36,424.29,20.73,34.23,40.78,331,25.26,24.81,0.3651,42.11,MEDIUM,0
S07,63,30.95,49.91,1.98,10.0,14.79,423.11,20.69,34.19,40.99,354,24.78,25.38,-0.0425,36.74,LOW,0
S07,64,30.67,50.05,1.98,10.0,16.17,419.83,20.71,,,377,25.25,25.19,0.1519,40.49,MEDIUM,0
S07,65,31.11,50.2,1.98,10.0,15.81,416.21,20.72,34.41,41.71,402,25.53,24.76,0.0665,39.44,LOW,0
S07,66,30.88,50.13,2.01,10.0,15.34,423.62,20.76,34.57,42.17,430,25.03,25.32,0.1665,43.22,MEDIUM,0
S07,67,31.33,50.06,1.85,10.0,16.81,425.78,20.59,34.86,42.73,458,24.77,24.68,0.2821,47.18,MEDIUM,0
S07,68,31.1,50.09,1.96,10.0,18.1,429.57,20.56,34.85,43.01,489,25.41,25.41,-0.0018,43.49,MEDIUM,0
S07,69,30.73,49.91,2.15,10.0,18.4,432.56,20.83,34.82,43.27,522,24.81,25.1,-0.033,45.55,MEDIUM,0
S07,70,30.86,49.89,2.02,10.0,19.38,424.21,20.7,35.16,43.91,557,24.34,24.15,0.3355,53.34,MEDIUM,0
S07,71,30.77,49.66,2.09,10.0,22.57,432.77,20.66,35.33,44.4,595,24.18,25.0,0.1781,52.71,MEDIUM,0
S07,72,31.05,49.53,1.9,10.0,19.75,434.42,20.73,35.44,44.83,635,23.89,24.51,0.1012,51.75,MEDIUM,0
S07,73,31.14,50.17,2.06,10.0,23.43,436.81,20.74,35.79,45.5,678,25.41,24.55,0.3521,58.47,MEDIUM,0
S07,74,31.11,49.3,1.97,10.0,21.98,432.1,20.68,36.23,46.3,725,25.29,25.24,0.4437,61.47,HIGH,0
S07,75,31.19,49.98,1.96,10.0,22.4,440.22,20.65,,,774,24.99,26.2,0.1771,57.29,MEDIUM,0
S07,76,31.23,49.96,2.06,10.0,25.12,445.89,20.57,36.63,47.38,828,23.87,25.01,0.2194,59.23,MEDIUM,0
S07,77,31.09,50.14,2.03,10.0,28.54,442.05,20.56,36.9,48.05,888,24.84,24.48,0.2716,60.78,HIGH,0
S07,78,31.09,49.85,1.97,10.0,27.32,444.31,20.65,37.3,48.83,951,25.04,25.05,0.4,63.44,HIGH,0
S07,79,30.96,49.59,2.13,10.0,30.3,444.15,20.59,37.76,49.71,1021,25.64,25.17,0.4651,65.44,HIGH,0
S07,80,30.27,49.85,1.94,10.0,31.83,450.43,20.54,37.97,50.35,1098,24.84,25.35,0.2015,60.94,HIGH,0
S07,81,31.31,50.03,1.92,10.0,34.15,454.59,20.49,38.85,51.67,1182,24.15,24.8,0.8883,67.68,HIGH,0
S07,82,31.16,50.08,1.93,10.0,37.23,463.75,20.53,38.99,52.27,1274,26.19,24.94,0.1351,61.28,HIGH,0
S07,83,31.04,49.99,1.88,10.0,39.73,470.13,20.55,39.6,53.33,1371,25.21,25.54,0.6143,69.39,HIGH,0
S07,84,31.65,49.72,1.98,10.0,42.74,468.16,20.52,39.77,53.98,1482,24.94,25.35,0.1692,63.45,HIGH,0
S07,85,31.24,50.03,1.85,10.0,13.4,422.76,20.84,39.65,54.37,1536,24.9,24.83,-0.1245,57.58,MEDIUM,1
S07,86,31.1,50.53,1.97,10.0,13.24,406.29,20.8,39.65,54.86,1589,25.48,24.92,-0.0027,54.66,MEDIUM,1
S07,87,31.26,50.51,1.86,10.0,8.32,410.28,20.81,40.29,56.04,1646,24.9,24.53,0.6402,64.23,HIGH,1
S07,88,30.86,49.81,2.03,10.0,8.17,406.44,20.87,40.88,57.18,1703,24.52,25.42,0.5982,63.98,HIGH,1
S07,89,31.07,51.03,2.11,10.0,7.52,404.0,20.87,41.31,58.15,1761,25.12,24.94,0.4283,62.42,HIGH,1
S07,90,31.29,50.73,2.13,10.0,4.71,412.88,20.78,41.73,59.13,1820,24.16,25.37,0.4135,62.29,HIGH,1
S07,91,31.53,49.29,2.02,10.0,6.57,409.46,20.87,42.29,60.24,1878,25.2,25.06,0.561,63.94,HIGH,1
S07,92,31.2,50.76,1.98,10.0,7.93,405.16,20.89,42.5,61.01,1937,24.78,25.56,0.2174,58.25,MEDIUM,1
S07,93,31.13,50.53,2.04,10.0,9.69,401.52,20.86,42.9,61.97,1997,25.15,25.62,0.392,61.85,HIGH,1
S07,94,30.85,50.38,1.98,10.0,6.73,412.55,20.83,43.15,62.79,2057,25.41,25.1,0.2528,59.2,MEDIUM,1
S07,95,31.03,50.31,1.93,10.0,7.21,404.64,20.77,43.47,63.67,2116,25.01,25.03,0.3202,60.42,HIGH,1
S07,96,30.94,50.64,1.83,10.0,7.92,404.05,20.88,44.0,64.77,2176,24.97,25.54,0.527,63.9,HIGH,1
S07,97,31.4,49.86,1.92,10.0,6.59,405.08,20.8,,,2237,25.53,24.16,0.5576,63.92,HIGH,1
S07,98,30.54,49.28,1.96,10.0,6.55,406.5,20.89,44.92,66.84,2297,24.04,25.83,0.3683,61.19,HIGH,1
S07,99,30.93,49.55,2.04,10.0,7.89,406.98,20.85,45.1,67.59,2358,24.97,25.96,0.1731,57.49,MEDIUM,1
S07,100,31.15,49.24,2.0,10.0,8.06,405.56,20.84,45.22,68.26,2415,24.64,24.59,0.1234,56.5,MEDIUM,1
S07,101,30.78,50.25,2.01,10.0,6.05,410.2,20.81,45.66,69.25,2473,25.15,25.5,0.4416,62.86,HIGH,1
S07,102,30.97,50.85,1.89,10.0,6.5,408.76,20.92,46.07,70.21,2500,25.3,26.05,0.4104,62.08,HIGH,1
S07,103,31.38,50.22,2.03,10.0,8.26,416.66,20.81,46.7,71.36,2500,25.67,24.9,0.6309,64.46,HIGH,1
S07,104,30.78,50.72,2.08,10.0,5.15,406.64,20.89,47.29,72.49,2500,24.36,24.96,0.5876,63.69,HIGH,1
S07,105,30.61,50.1,1.95,10.0,5.01,407.55,21.0,47.95,73.67,2500,25.05,24.67,0.6569,63.68,HIGH,1
S07,106,31.22,50.09,2.06,10.0,5.23,412.42,20.87,48.31,74.57,2500,25.42,24.79,0.3591,61.1,HIGH,1
S07,107,30.96,50.38,2.08,10.0,7.05,400.77,20.72,48.89,75.65,2500,24.31,25.72,0.5857,63.95,HIGH,1
S07,108,31.23,49.55,1.97,10.0,,412.39,20.84,49.16,76.42,2500,24.23,24.82,0.267,59.19,MEDIUM,1
S07,109,30.89,49.99,2.07,10.0,5.61,405.13,20.96,49.87,77.64,2500,24.27,25.59,0.7121,63.65,HIGH,1
S07,110,31.03,49.09,2.05,10.0,7.87,405.5,20.96,50.41,78.67,2500,24.89,24.84,0.5359,63.88,HIGH,1
S07,111,30.67,50.48,1.97,10.0,,405.59,20.98,51.59,80.35,2500,25.36,23.67,1.1801,63.56,HIGH,1
S07,112,31.28,50.11,2.03,10.0,5.16,412.24,20.84,52.0,81.24,2500,24.99,25.17,0.4151,62.23,HIGH,1
S07,113,31.36,50.44,1.85,10.0,7.16,408.41,20.78,52.59,82.3,2500,24.22,24.97,0.5872,64.1,HIGH,1
S07,114,30.67,49.84,2.01,10.0,7.6,406.32,20.73,53.37,83.53,2500,25.14,24.76,0.7828,64.15,HIGH,1
